,Unnamed: 0,product_name,review_title,review_body,review_author,review_rating,review_date,review_helpful_votes
59,60,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",It lives up to the hype,I've been a Windows user my whole life.  Always heard how great MacBooks were as far as their construction and performance but didn't believe the hype and figured they were just overpriced versions of the same old-same old.  I was wrong.,G. Levy,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 20, 2022",52 people found this helpful
60,61,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Very happy with this laptop,I came to this from a Windows PC/W11.,Alexk,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 2, 2022",27 people found this helpful
61,62,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",The first Mac I've truly loved in years,"I've been a dedicated Mac user since 1994. I've owned many over the years, but for the past decade, I'd had a string of ""dud"" MacBooks. I didn't have any major issues that required repairs or anything like that, I was just consistently unimpressed and didn't love my day-to-day experience of using them.",S. Anderson,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 22, 2022",72 people found this helpful
62,63,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray","Upgraded from a 13"" 2020 MBP  M1. Clunkier, but so far, so good!","Coming from a 13"" MacBook Pro with the M1, this has a chunkier, clunkier form factor, but I got it for one main reason: PORTS. The M1 couldn't handle multiple screens, but this 14"" has multiple USB-C ports AND an HDMI port, which lets me hook up my two screens to it.",Ryan Rench,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 30, 2022",42 people found this helpful
63,64,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",M1 Apple Laptop,"This was ordered to replace my wife's laptop and the 8 year old MacBook is dated, the 2021 Macbook's are very good.  The service and product were very good.",kip-CL,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 17, 2022",17 people found this helpful
64,65,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Feliz con mi compra!,Tamaño super cómodo!,Victoria Lloret,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 6, 2022",5 people found this helpful
65,67,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Love It,Its My First Macbook pro after my late 2015 Macbook,Mahdi Farhat,5.0 out of 5 stars,"Reviewed in the United States on November 26, 2021",9 people found this helpful
66,69,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Apple computer laptop,Great Apple small laptop,nicoletta lazzaro,5.0 out of 5 stars,"Reviewed in the United States on June 7, 2022",One person found this helpful
67,70,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Great computer,"THIS IS VERY NICE COMPUTER,GOT FOR GRANDDAUGHTER FOR SCHOOL. WAS DISAPPIONTED WITH SHIPPING AND CARE OF PACKAGE.",Doyle Williams,5.0 out of 5 stars,"Reviewed in the United States on January 10, 2022",
68,71,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",La Macbook que llevaba mucho tiempo esperando,"Esta laptop la utilizo para muchas tareas de nivel profesional. Me encanta la fluidez del sistema y lo rápido para trabajar. No tengo límites. Amo poder trabajar con un portátil en cualquier lugar, por su portabilidad. Tiene una pantalla perfecta, un teclado que se siente muy agradable al tacto. Es un producto que me anima e inspira a trabajar.",Cliente de Kindle,5.0 out of 5 stars,"Reviewed in the United States on April 4, 2022",
69,72,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Apple Macbook,"Best laptop ive ever used in my life.  Fast speed, great graphics and long battery life. What else can you ask for in a laptop.  Great for graphic design and music production.",Lis,5.0 out of 5 stars,"Reviewed in the United States on March 21, 2022",One person found this helpful
70,73,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray","So brand new right out of the box, the battery takes about a 10% charge . . .junk",I have had so many problems with this I am going to send it back,Amazon Customer,2.0 out of 5 stars,"Reviewed in the United States on July 21, 2022",
71,74,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Buen rendimiento,Muy buena inversión para los que nos dedicamos al medio audiovisual.,Raul Andres Molina Toro,5.0 out of 5 stars,"Reviewed in the United States on June 29, 2022",One person found this helpful
72,75,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Great laptop!,The laptop arrived 3 days earlier than expected and was about $40 cheaper than ordering from the Apple Store. The screen is AMAZING! My only wish is that it had a USB port but they have an adapter for that.,Sadie,5.0 out of 5 stars,"Reviewed in the United States on January 27, 2022",One person found this helpful
73,76,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Perfect laptop,I have been a MacBook Pro 13.3” user for last 12 years and used 3 different models. However found this 14” version to be most well designed and better to use. The key board is lot better. The battery life is longer; best is the MagSafe connector that was brought back; essential for house full of kids,M. Khan,5.0 out of 5 stars,"Reviewed in the United States on June 2, 2022",3 people found this helpful
74,77,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Too heavy and bulky,"I ended up ordering two 14"" macbook pro's with AppleCare+ for my teenagers, and they don't want to use them.  Yes, the display looks nice and sound is really premium.  Even the magsafe power adapter is quite good (magnet is strong, and the link feels solid).  But these 2021 pro's are really bulky and much heavier than expected.",andrea,2.0 out of 5 stars,"Reviewed in the United States on December 1, 2021",5 people found this helpful
75,78,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Apple !!!,Apple is king of tech :-),Charles Ott,5.0 out of 5 stars,"Reviewed in the United States on December 2, 2021",2 people found this helpful
76,79,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Amazing Product!!,Amazing Product!!,Aundra Collins,5.0 out of 5 stars,"Reviewed in the United States on February 21, 2022",
77,80,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Excellent as always,"Apple knocks it out of the park again. The processing speed M1 Pro, storage, long battery life and graphics are amazing. I only use it for my private practice ie. Checking emails, completing therapy notes so it's a bit overkill for my purpose, but I love it! My only regret is that I went with the 14.2in instead of the 16.2 in. That extra 2 inches makes a big difference. The 14in feels like a 13in",Michael S. Thomas,5.0 out of 5 stars,"Reviewed in the United States on January 25, 2022",3 people found this helpful
78,81,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Awesome,So far so good.The display is awesome!,Caleb,5.0 out of 5 stars,"Reviewed in the United States on October 27, 2021",21 people found this helpful
79,82,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Best laptop I've had to date.,... but isn't that always the case when you get the latest technology in New laptop?,rptdc,5.0 out of 5 stars,"Reviewed in the United States on January 26, 2022",One person found this helpful
80,83,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Grandson loves this Mac,Grandson loves how fast it works. I loved the price for an awesome Mac,Sandy,5.0 out of 5 stars,"Reviewed in the United States on June 14, 2022",One person found this helpful
81,84,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Apple has outdone themselves with this EXPENSIVE piece of technology.,"Ok. So for the average user, like myself, this may not feel like a huge improvement but this is a MAJOR upgrade from my 2013 MacBook Pro. I hated the idea of theist gen MacBook with the touchbar. It was cool, but as far as I knew it was not the game changer apple wanted. I like the actual keys and I need my ports. I’m kind of angry that Apple took away the features people love and then charge them more when they give them back, but I guess since I needed an upgrade it’s okay.",MacBookUser123,5.0 out of 5 stars,"Reviewed in the United States on January 11, 2022",One person found this helpful
82,85,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",The Best Laptop I have Owned,"For the past 11 years, I have always had both a desktop and laptop.  I always swore that I would never purchase a Mac because Apple did not allow the user to upgrade the computer.  I usually upgrade my laptop each year and desktop every other year.  Well, after viewing numerous YouTube reviews of the M1 Macs, I purchased the MacBook Air. I absolutely loved it and it was so fast.  I would turn on my Window's laptop and the MacBook Air and it seemed that the macBook was faster than my Windows laptop.  Well, after using a Mac for most of the past year, I have moved to using it daily.  This laptop is very fast and powerful.  I develop training for work and I find this computer just works when my Lenovo work laptop freezes.  I truly recommend the base model for a powerful all around laptop.",Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on July 5, 2022",2 people found this helpful
83,86,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",My new MacBook pro,This bad boy is so gorgeous;))),Arman,5.0 out of 5 stars,"Reviewed in the United States on November 4, 2021",7 people found this helpful
84,87,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",watch out for wrong specs,sent me base model,Amazon Customer,4.0 out of 5 stars,"Reviewed in the United States on November 2, 2021",62 people found this helpful
85,88,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray","MacBook Pro 14 ""","A  gift for my son. The first time he will be using an apple computer but I have confidence he will learn and appreciate the beauty, and quality of apple products.  Apple has been Pricy... but it is worth the price.",Kitty's Mom,5.0 out of 5 stars,"Reviewed in the United States on March 8, 2022",3 people found this helpful
86,90,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray","Awesome battery life, great screen, and overall good laptop.","This is a great laptop to use for productivity, which is why I mainly purchased it. Has a reliable reputation, bright AF screen, sturdy chassis, 16gb ram is good enough for most users so it's pretty damn fast, and just an overall well rounded computer. There are however a few things I do no like about the computer itself and macos. I come from a long line of window users and continue to prefer windows over macos.",Guslcjr,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 10, 2022",55 people found this helpful
